mamute,ANIMAL
manatim,ANIMAL
mandril,ANIMAL
manganga,ANIMAL
maracana,ANIMAL
marimbondo,ANIMAL
mariposa,ANIMAL
marisco,ANIMAL
marmota,ANIMAL
marreco,ANIMAL
marta,ANIMAL
massarongo,ANIMAL
medusa,ANIMAL
melro,ANIMAL
mergulhao,ANIMAL
merluza,ANIMAL
mexilhao,ANIMAL
mico,ANIMAL
milhafre,ANIMAL
mineirinho,ANIMAL
minhoca,ANIMAL
mocho,ANIMAL
mono,ANIMAL
morcego,ANIMAL
moreia,ANIMAL
morsa,ANIMAL
mosca,ANIMAL
mosquito,ANIMAL
muçurana,ANIMAL
mula,ANIMAL
musaranho,ANIMAL
naja,ANIMAL
nambu,ANIMAL
nandaia,ANIMAL
narceja,ANIMAL
narval,ANIMAL
nautilo,ANIMAL
negrinho,ANIMAL
neon,ANIMAL
nhacunda,ANIMAL
nhandia,ANIMAL
niala,ANIMAL
niquim,ANIMAL
noitibo,ANIMAL
numbat,ANIMAL
nutria,ANIMAL
ocapi,ANIMAL
olho-de-boi,ANIMAL
onça,ANIMAL
orangotango,ANIMAL
orca,ANIMAL
orix,ANIMAL
ornitorrinco,ANIMAL
osga,ANIMAL
ostra,ANIMAL
otaria,ANIMAL
ouriço,ANIMAL
ouriço-do-mar,ANIMAL
ovelha,ANIMAL
panda,ANIMAL
pantera,ANIMAL
papagaio,ANIMAL
pardal,ANIMAL
passaro,ANIMAL
pato,ANIMAL
pavao,ANIMAL
peixe,ANIMAL
peixe-boi,ANIMAL
pelicano,ANIMAL
percevejo,ANIMAL
perereca,ANIMAL
periquito,ANIMAL
pernilongo,ANIMAL
peru,ANIMAL
pescada,ANIMAL
pica-pau,ANIMAL
pinguim,ANIMAL
piolho,ANIMAL
piranha,ANIMAL
pirarucu,ANIMAL
polvo,ANIMAL
pombo,ANIMAL
ponei,ANIMAL
porco,ANIMAL
porco-espinho,ANIMAL
porquinho-da-india,ANIMAL
prea,ANIMAL
preguiça,ANIMAL
pulga,ANIMAL
quati,ANIMAL
quatimirim,ANIMAL
quatipuru,ANIMAL
quebra-nozes,ANIMAL
quebra-ossos,ANIMAL
queixada,ANIMAL
quem-te-vestiu,ANIMAL
quero-quero,ANIMAL
quetzal,ANIMAL
quiriquiri,ANIMAL
ra,ANIMAL
rabudinho,ANIMAL
raia,ANIMAL
raposa,ANIMAL
ratazana,ANIMAL
rato,ANIMAL
remora,ANIMAL
rena,ANIMAL
rendeira,ANIMAL
rinoceronte,ANIMAL
robalo,ANIMAL
rouxinol,ANIMAL
sabia,ANIMAL
sagui,ANIMAL
salamandra,ANIMAL
salmao,ANIMAL
sanguessuga,ANIMAL
sapo,ANIMAL
sardao,ANIMAL
sardinha,ANIMAL
sauva,ANIMAL
seriema,ANIMAL
serpente,ANIMAL
siri,ANIMAL
suçuarana,ANIMAL
sucuri,ANIMAL
suiriri,ANIMAL
suricate,ANIMAL
surubi,ANIMAL
surucucu,ANIMAL
tainha,ANIMAL
tamandua,ANIMAL
tamboril,ANIMAL
tapir,ANIMAL
tarantula,ANIMAL
tartaruga,ANIMAL
tatu,ANIMAL
tatui,ANIMAL
tentilhao,ANIMAL
tetra,ANIMAL
texugo,ANIMAL
tico-tico,ANIMAL
tigre,ANIMAL
tilapia,ANIMAL
tordo,ANIMAL
tororo,ANIMAL
toupeira,ANIMAL
touro,ANIMAL
tritao,ANIMAL
truta,ANIMAL
tubarao,ANIMAL
tucano,ANIMAL
tucuxi,ANIMAL
uacari,ANIMAL
unau,ANIMAL
unha-longa,ANIMAL
unicornio,ANIMAL
urso panda,ANIMAL
urso,ANIMAL
uru,ANIMAL
urubu,ANIMAL
urutaurana,ANIMAL
urutu,ANIMAL
vaca,ANIMAL
vaca-marinha,ANIMAL
vaga-lume,ANIMAL
veado,ANIMAL
verdilhao,ANIMAL
verdinho,ANIMAL
vespa,ANIMAL
vibora,ANIMAL
vieira,ANIMAL
vira-bosta,ANIMAL
vison,ANIMAL
vitela,ANIMAL
viuva,ANIMAL
viuva-negra,ANIMAL
wallaby,ANIMAL
weimaraner,ANIMAL
wombat,ANIMAL
xaja,ANIMAL
xango,ANIMAL
xara,ANIMAL
xarelete,ANIMAL
xareu,ANIMAL
xaru,ANIMAL
xauim,ANIMAL
xero,ANIMAL
xexeu,ANIMAL
ximango,ANIMAL
ximbure,ANIMAL
xixarro,ANIMAL
xofrango,ANIMAL
xuri,ANIMAL
yak,ANIMAL
ynambu,ANIMAL
yorkshire,ANIMAL
zabele,ANIMAL
zangao,ANIMAL
zaragateiro,ANIMAL
zarro,ANIMAL
zebra,ANIMAL
zebu,ANIMAL
zidede,ANIMAL
zombeteiro,ANIMAL
zorrilho,ANIMAL
africa do sul,PAIS
angola,PAIS
argelia,PAIS
benim,PAIS
botswana,PAIS
burkina faso,PAIS
burundi,PAIS
cabo verde,PAIS
camarões,PAIS
chade,PAIS
comores,PAIS
costa do marfim,PAIS
djibouti,PAIS
egito,PAIS
eritreia,PAIS
etiopia,PAIS
gabao,PAIS
gana,PAIS
guine,PAIS
gambia,PAIS
lesoto,PAIS
liberia,PAIS
libia,PAIS
madagascar,PAIS
malawi,PAIS
mali,PAIS
marrocos,PAIS
mauritania,PAIS
mauricia,PAIS
moçambique,PAIS
namibia,PAIS
nigeria,PAIS
niger,PAIS
quenia,PAIS
republica centro,PAIS
republica democratica do congo,PAIS
republica do congo,PAIS
ruanda,PAIS
senegal,PAIS
serra leoa,PAIS
seychelles,PAIS
somalia,PAIS
suazilandia,PAIS
sudao,PAIS
sudao do sul,PAIS
sao tome e principe,PAIS
tanzania,PAIS
togo,PAIS
tunisia,PAIS
uganda,PAIS
zambia,PAIS
zimbabwe,PAIS
canada,PAIS
estados unidos,PAIS
mexico,PAIS
antigua e barbuda,PAIS
bahamas,PAIS
barbados,PAIS
belize,PAIS
costa rica,PAIS
cuba,PAIS
dominica,PAIS
el salvador,PAIS
granada,PAIS
guatemala,PAIS
haiti,PAIS
honduras,PAIS
jamaica,PAIS
nicaragua,PAIS
panama,PAIS
republica dominicana,PAIS
santa lucia,PAIS
sao cristovao e nevis,PAIS
sao vicente e granadinas,PAIS
trinidade e tobago,PAIS
argentina,PAIS
bolivia,PAIS
brasil,PAIS
chile,PAIS
colombia,PAIS
equador,PAIS
guiana,PAIS
paraguai,PAIS
peru,PAIS
suriname,PAIS
uruguai,PAIS
venezuela,PAIS
afeganistao,PAIS
arabia saudita,PAIS
azerbaijao,PAIS
bangladesh,PAIS
barein,PAIS
brunei,PAIS
butao,PAIS
camboja,PAIS
cazaquistao,PAIS
catar,PAIS
china,PAIS
cingapura,PAIS
coreia do norte,PAIS
coreia do sul,PAIS
emirados arabes unidos,PAIS
filipinas,PAIS
iemen,PAIS
india,PAIS
indonesia,PAIS
ira,PAIS
iraque,PAIS
israel,PAIS
japao,PAIS
jordania,PAIS
kuwait,PAIS
laos,PAIS
libano,PAIS
malasia,PAIS
maldivas,PAIS
mianmar,PAIS
mongolia,PAIS
nepal,PAIS
oma,PAIS
paquistao,PAIS
quirguistao,PAIS
russia (parte asiatica),PAIS
siria,PAIS
sri lanka,PAIS
tailandia,PAIS
tajidquistao,PAIS
timor leste,PAIS
turcomenistao,PAIS
turquia (parte asiatica),PAIS
uzbequista,PAIS
vietn,PAIS
albania,PAIS
alemanha,PAIS
andorra,PAIS
armenia,PAIS
austria,PAIS
azerbaijao,PAIS
bielorrussia,PAIS
belgica,PAIS
bosni,PAIS
bulgaria,PAIS
republica tcheca,PAIS
cazaquistao,PAIS
chipre,PAIS
croacia,PAIS
dinamarca,PAIS
eslovaquia,PAIS
eslovenia,PAIS
espanha,PAIS
estonia,PAIS
finlandia,PAIS
frança,PAIS
grecia,PAIS
georgia,PAIS
hungria,PAIS
irlanda,PAIS
islandia,PAIS
italia,PAIS
letonia,PAIS
liechtenstein,PAIS
lituania,PAIS
luxemburgo,PAIS
republica da macedonia do norte,PAIS
malta,PAIS
moldavia,PAIS
monaco,PAIS
montenegro,PAIS
noruega,PAIS
paises baixos,PAIS
polonia,PAIS
portugal,PAIS
reino unido,PAIS
romenia,PAIS
russia,PAIS
turquia,PAIS
san marino,PAIS
servia,PAIS
suecia,PAIS
suiça,PAIS
ucrania,PAIS
vaticano,PAIS
australia,PAIS
fiji,PAIS
ilhas marshall,PAIS
ilhas salomao,PAIS
kiribati,PAIS
micronesia,PAIS
nauru,PAIS
nova zelandia,PAIS
palau,PAIS
papua nova guine,PAIS
samoa,PAIS
tonga,PAIS
tuvalu,PAIS
vanuatu,PAIS
apontador,material escolar
borracha,material escolar
caderno,material escolar
lapis,material escolar
caneta,material escolar
cola,material escolar
estojo,material escolar
regua,material escolar
tesoura,material escolar
cristianismo,religiao
islamismo,religiao
hinduismo,religiao
budismo,religiao
judaismo,religiao
espiritismo,religiao
abacate,FRUTA
abacaxi,FRUTA
abiu,FRUTA
abobora,FRUTA
abrico,FRUTA
açai,FRUTA
acerola,FRUTA
ameixa,FRUTA
amora,FRUTA
ananas,FRUTA
anonacea,FRUTA
araça,FRUTA
azeitona,FRUTA
babaco,FRUTA
bacaba,FRUTA
bacuri,FRUTA
banana,FRUTA
baru,FRUTA
bilimbi,FRUTA
biriba,FRUTA
buriti,FRUTA
butia,FRUTA
cabeludinha,FRUTA
cacau,FRUTA
cagaita,FRUTA
cagaita,FRUTA
caja,FRUTA
caja-manga,FRUTA
caju,FRUTA
calabaça,FRUTA
calabura,FRUTA
cambuca,FRUTA
cambuca,FRUTA
caqui,FRUTA
carambola,FRUTA
cereja,FRUTA
coco,FRUTA
conde,FRUTA
cupuaçu,FRUTA
damasco,FRUTA
embauba,FRUTA
figo,FRUTA
framboesa,FRUTA
fruta-do-conde,FRUTA
fruta-pao,FRUTA
goiaba,FRUTA
granadilla,FRUTA
graviola,FRUTA
groselha,FRUTA
grumixama,FRUTA
guabiju,FRUTA
guabiroba,FRUTA
guarana,FRUTA
heisteria,FRUTA
jabuticaba,FRUTA
jaca,FRUTA
jambo,FRUTA
jambolao,FRUTA
jamelao,FRUTA
jaracatia,FRUTA
jatoba,FRUTA
jenipapo,FRUTA
jeriva,FRUTA
jujuba,FRUTA
kiwi,FRUTA
langsat,FRUTA
laranja,FRUTA
lichia,FRUTA
limao,FRUTA
mabolo,FRUTA
maça,FRUTA
macadamia,FRUTA
mamao,FRUTA
mana,FRUTA
manga,FRUTA
maracuja,FRUTA
marmeladinha,FRUTA
marmelo,FRUTA
marolo,FRUTA
marula,FRUTA
massala,FRUTA
melancia,FRUTA
melao,FRUTA
mirtilo,FRUTA
morango,FRUTA
murici,FRUTA
naranjilla,FRUTA
nectarina,FRUTA
nespera,FRUTA
noni,FRUTA
noz,FRUTA
olho-de-boi,FRUTA
pequi,FRUTA
pera,FRUTA
pessego,FRUTA
physalis,FRUTA
pinha,FRUTA
pinhao,FRUTA
pistache,FRUTA
pitanga,FRUTA
pitangao,FRUTA
pitaya,FRUTA
pitomba,FRUTA
pulasan,FRUTA
pupunha,FRUTA
quina,FRUTA
rambutao,FRUTA
roma,FRUTA
salak,FRUTA
santol,FRUTA
sapoti,FRUTA
sapucaia,FRUTA
sapucaia,FRUTA
seriguela,FRUTA
taiuva,FRUTA
tamara,FRUTA
tamarindo,FRUTA
tangerina,FRUTA
taruma,FRUTA
tomate,FRUTA
toranja,FRUTA
umbu,FRUTA
ume,FRUTA
uva,FRUTA
uvaia,FRUTA
veludo,FRUTA
xixa,FRUTA
yamamomo,FRUTA
zimbro,FRUTA
zitrone,FRUTA
tenis,ESPORTE
basquete,ESPORTE
polo aquatico,ESPORTE
atletismo,ESPORTE
hoquei de gelo,ESPORTE
boxe,ESPORTE
voleibol,ESPORTE
handebol,ESPORTE
futebol,ESPORTE
natacao,ESPORTE
rugby,ESPORTE
esgrima,ESPORTE
florete,ESPORTE
ginastica artistica,ESPORTE
kickboxing,ESPORTE
mma,ESPORTE
taekwondo,ESPORTE
wrestling,ESPORTE
jiu-jitsu,ESPORTE
karate,ESPORTE
judo,ESPORTE
beachtennis,ESPORTE
tenis de mesa,ESPORTE
futevolei,ESPORTE
saltos ornamentais,ESPORTE
corrida,ESPORTE
skate,ESPORTE
levantamento de peso,ESPORTE
hipismo,ESPORTE
ginastica ritmica,ESPORTE
nado,ESPORTE
surf,ESPORTE
ciclismo,ESPORTE
boliche,ESPORTE
xadrex,ESPORTE
dama,ESPORTE
triathlon,ESPORTE
hoquei,ESPORTE
remo,ESPORTE
tiro,ESPORTE
stand up paddle,ESPORTE
escalada,ESPORTE
patinacao,ESPORTE
skeleton,ESPORTE
curling,ESPORTE
snowboard,ESPORTE
ski,ESPORTE
biribol,ESPORTE
kitesurf,ESPORTE
windsurf,ESPORTE
kung fu,ESPORTE
automobilismo,ESPORTE
motociclismo,ESPORTE
beisebol,ESPORTE
softball,ESPORTE
bocha,ESPORTE
squash,ESPORTE
fisiculturismo,ESPORTE
parapente,ESPORTE
muay thai,ESPORTE
slackline,ESPORTE
bodyboard,ESPORTE
